SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC1=CC=CC(=C1)/C=C/CCC(=O)N;3/000000233;InChI=1S/C11H13NO2/c12-11(14)7-2-1-4-9-5-3-6-10(13)8-9/h1,3-6,8,13H,2,7H2,(H2,12,14)/b4-1+;C11H13NO2;191;1.09;3.13;-6.66;3.58;0
OC1=CC=C(C(=C1)C[NH3+])C1=NN=C(S1)N;3/000000246;InChI=1S/C9H10N4OS/c10-4-5-3-6(14)1-2-7(5)8-12-13-9(11)15-8/h1-3,14H,4,10H2,(H2,11,13)/p+1;C9H11N4OS;223;1.11;3.10;-7.40;16.20;-140
O[C@H](C(=O)NOCC1=CC(O)=CC=C1C(=C)C=C)N;3/000000322;InChI=1S/C13H16N2O4/c1-3-8(2)11-5-4-10(16)6-9(11)7-19-15-13(18)12(14)17/h3-6,12,16-17H,1-2,7,14H2,(H,15,18)/t12-/m1/s1;C13H16N2O4;264;0.55;3.56;-6.41;5.09;-150
OC1C=C(Br)C=C(C=1)NC1=NC=CC(=N1)N;3/000000297;InChI=1S/C10H9BrN4O/c11-6-3-7(5-8(16)4-6)14-10-13-2-1-9(12)15-10/h1-5,16H,(H3,12,13,14,15);C10H9N4OBr;281;1.97;3.12;-6.92;12.10;0
OC1=CC=CC(=C1)CSCC1=NC(=CN1)Cl;3/000000342;InChI=1S/C11H11ClN2OS/c12-10-5-13-11(14-10)7-16-6-8-2-1-3-9(15)4-8/h1-5,15H,6-7H2,(H,13,14);C11H11N2OSCl;254;2.69;3.12;-7.03;15.70;0
OC/C=C\C1=CC(O)=CC=C1C1=C(Cl)C=NN1;3/000000148;InChI=1S/C12H11ClN2O2/c13-11-7-14-15-12(11)10-4-3-9(17)6-8(10)2-1-5-16/h1-4,6-7,16-17H,5H2,(H,14,15)/b2-1-;C12H11N2O2Cl;250;2.67;3.34;-7.31;3.58;-120
S(=O)C1=C(F)C=C(C=C1Cl)CCCNN;3/000000044;InChI=1S/C9H12ClFN2OS/c10-7-4-6(2-1-3-13-12)5-8(11)9(7)15-14/h4-5,13,15H,1-3,12H2;C9H12N2OSFCl;250;0.40;3.18;-9.08;2.48;-20
C#CCC1=CC=C(C=C1C(=C)CO)O;3/000000217;InChI=1S/C12H12O2/c1-3-4-10-5-6-11(14)7-12(10)9(2)8-13/h1,5-7,13-14H,2,4,8H2;C12H12O2;188;1.55;3.53;-4.41;3.58;0
OC1=CC=C(C=C1)C(=C)/C=C/[C@H]1SCCNC1;3/000000057;InChI=1S/C14H17NOS/c1-11(12-3-5-13(16)6-4-12)2-7-14-10-15-8-9-17-14/h2-7,14-16H,1,8-10H2/b7-2+/t14-/m1/s1;C14H17NOS;247;2.59;3.19;-9.87;3.58;-150
OC1=CC=CC(=C1)C1C=C(C(=O)N)C=C(C=1)N(=O)=O;3/000000049;InChI=1S/C13H10N2O4/c14-13(17)10-4-9(5-11(6-10)15(18)19)8-2-1-3-12(16)7-8/h1-7,16H,(H2,14,17);C13H10N2O4;258;2.34;4.06;-6.79;2.22;-180
OC1=CC=C(C(=C1)CCl)C(=C)/C=C/C[C@H](C)N;3/000000326;InChI=1S/C14H18ClNO/c1-10(4-3-5-11(2)16)14-7-6-13(17)8-12(14)9-15/h3-4,6-8,11,17H,1,5,9,16H2,2H3/b4-3+/t11-/m0/s1;C14H18NOCl;251;2.85;3.33;-9.34;3.58;-170
OC1=CC=CC(=C1)/C=C/CNN;3/000000286;InChI=1S/C9H12N2O/c10-11-6-2-4-8-3-1-5-9(12)7-8/h1-5,7,11-12H,6,10H2/b4-2+;C9H12N2O;164;1.12;3.00;-6.22;2.22;-20
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](C)N;3/000000169;InChI=1S/C13H17NO/c1-10(4-3-5-11(2)14)12-6-8-13(15)9-7-12/h3-4,6-9,11,15H,1,5,14H2,2H3/b4-3+/t11-/m0/s1;C13H17NO;203;2.39;3.14;-9.84;3.58;-170
OC1=CC=C(C=C1CBr)C1=CCC=C(N1)CC(=O)OC;3/000000369;InChI=1S/C15H16BrNO3/c1-20-15(19)8-12-3-2-4-13(17-12)10-5-6-14(18)11(7-10)9-16/h3-7,17-18H,2,8-9H2,1H3;C15H16NO3Br;338;3.40;3.74;-7.73;3.58;-180
OC1=CC=CC(=C1Cl)CCC(=O)N;3/000000074;InChI=1S/C9H10ClNO2/c10-9-6(4-5-8(11)13)2-1-3-7(9)12/h1-3,12H,4-5H2,(H2,11,13);C9H10NO2Cl;199;1.11;3.44;-2.75;2.22;0
OC1=CC=CC(=C1)CSCC1=NC(=CN1)Cl;3/000000338;InChI=1S/C11H11ClN2OS/c12-10-5-13-11(14-10)7-16-6-8-2-1-3-9(15)4-8/h1-5,15H,6-7H2,(H,13,14);C11H11N2OSCl;254;2.69;3.19;-8.57;15.70;-20
OC1=CC=CC(=C1)CSCC1=NNC(=O)O1;3/000000079;InChI=1S/C10H10N2O3S/c13-8-3-1-2-7(4-8)5-16-6-9-11-12-10(14)15-9/h1-4,13H,5-6H2,(H,12,14);C10H10N2O3S;238;2.15;3.09;-5.93;16.70;0
OC1=CC=C(C(=C1)CO)C1=C(Cl)C=NN1;3/000000107;InChI=1S/C10H9ClN2O2/c11-9-4-12-13-10(9)8-2-1-7(15)3-6(8)5-14/h1-4,14-15H,5H2,(H,12,13);C10H9N2O2Cl;224;2.07;3.22;-6.75;2.22;-120
OC1=CC=CC(=C1)/C=C/CCC1=NN=C(S1)S;3/000000251;InChI=1S/C12H12N2OS2/c15-10-6-3-5-9(8-10)4-1-2-7-11-13-14-12(16)17-11/h1,3-6,8,15H,2,7H2,(H,14,16)/b4-1+;C12H12N2OS2;264;3.44;3.33;-8.98;3.58;0
SCCNC(=O)NC1=CC(O)=CC=C1C(=C)C=C;3/000000261;InChI=1S/C13H16N2O2S/c1-3-9(2)11-5-4-10(16)8-12(11)15-13(17)14-6-7-18/h3-5,8,16,18H,1-2,6-7H2,(H2,14,15,17);C13H16N2O2S;264;2.13;3.49;-7.15;3.58;0
OC1=CC=C(C=C1NC=S)C1=C(Cl)C=NN1;3/000000105;InChI=1S/C10H8ClN3OS/c11-7-4-13-14-10(7)6-1-2-9(15)8(3-6)12-5-16/h1-5,15H,(H,12,16)(H,13,14);C10H8N3OSCl;253;2.41;3.42;-5.30;18.60;-120
OC1=CC=C(C(=C1)Br)C(=O)[N]C(=[NH2])N;3/000000309;InChI=1S/C8H8BrN3O2/c9-6-3-4(13)1-2-5(6)7(14)12-8(10)11/h1-3,13H,10-11H2;C8H8N3O2Br;258;0.78;3.18;-7.17;2.35;0
S[C@@H](C)C(=C)C1C=C(F)C=C(C=1F)[S@](=O)O;3/000000022;InChI=1S/C10H10F2O2S2/c1-5(6(2)15)8-3-7(11)4-9(10(8)12)16(13)14/h3-4,6,15H,1H2,2H3,(H,13,14)/t6-/m0/s1;C10H10O2S2F2;264;1.16;3.25;-7.18;18.90;-170
OC1=CC=C(C(=C1)S(=O)=O)/C(=C/C[C@H](C)S)/C=C;3/000000290;InChI=1S/C13H16O3S2/c1-3-10(5-4-9(2)17)12-7-6-11(14)8-13(12)18(15)16/h3,5-9,14,17-18H,1,4H2,2H3/b10-5+/t9-/m0/s1;C13H16O3S2;284;2.67;3.37;-9.61;17.80;-170
OC1=CC=C(C=C1)CC#CC1C(I)=CN=C(C=1Cl)N;3/000000133;InChI=1S/C14H10ClIN2O/c15-13-11(12(16)8-18-14(13)17)3-1-2-9-4-6-10(19)7-5-9/h4-8,19H,2H2,(H2,17,18);C14H10N2OClI;384;4.38;4.07;-10.76;16.40;0
SSC1C=C(C2=CC=C(C=C2)O)C=C(C=1O)N;3/000000095;InChI=1S/C12H11NO2S2/c13-10-5-8(6-11(17-16)12(10)15)7-1-3-9(14)4-2-7/h1-6,14-16H,13H2;C12H11NO2S2;265;2.97;3.48;-10.59;14.00;-200
OC1=CC=C(C=C1)C(=C)/C=C/[C@@H]1C=CCN1;3/000000087;InChI=1S/C14H15NO/c1-11(4-7-13-3-2-10-15-13)12-5-8-14(16)9-6-12/h2-9,13,15-16H,1,10H2/b7-4+/t13-/m0/s1;C14H15NO;213;2.42;3.29;-7.43;3.58;-170
OC1=CC=C(C=C1)/C(=C\CCCNC)/C=C;3/000000084;InChI=1S/C14H19NO/c1-3-12(6-4-5-11-15-2)13-7-9-14(16)10-8-13/h3,6-10,15-16H,1,4-5,11H2,2H3/b12-6-;C14H19NO;217;2.68;3.30;-3.58;5.09;-20
OC1=CC=C(C(=C1)Br)CC(=O)C[C@H](CO)F;3/000000328;InChI=1S/C11H12BrFO3/c12-11-5-9(15)2-1-7(11)3-10(16)4-8(13)6-14/h1-2,5,8,14-15H,3-4,6H2/t8-/m1/s1;C11H12O3FBr;291;1.73;3.03;-7.49;3.58;-150
S(=O)CC/C(=C/C1=N[N]C(=[NH2])N1)/C#CCCC;3/000000024;InChI=1S/C11H16N4OS/c1-2-3-4-5-9(6-7-17-16)8-10-13-11(12)15-14-10/h8,17H,2-3,6-7,12H2,1H3,(H,13,14)/b9-8+;C11H16N4OS;252;0.19;3.16;-6.08;3.58;-40
OC1=CC=C(C=C1[C@H](C)O)C(=C)C=C;3/000000082;InChI=1S/C12H14O2/c1-4-8(2)10-5-6-12(14)11(7-10)9(3)13/h4-7,9,13-14H,1-2H2,3H3/t9-/m0/s1;C12H14O2;190;2.28;3.85;-4.30;2.35;-170
OC1=CC=C(C(=C1)O[P@@](=O)(CO)O)C1=CC(=O)C=CN1;3/000000135;InChI=1S/C12H12NO6P/c14-7-20(17,18)19-12-6-8(15)1-2-10(12)11-5-9(16)3-4-13-11/h1-6,14-15H,7H2,(H,13,16)(H,17,18);C12H12NO6P;297;0.01;3.61;-6.95;4.81;-180
S(=O)C1=C(F)C=C(C=C1Cl)CCCNN;3/000000045;InChI=1S/C9H12ClFN2OS/c10-7-4-6(2-1-3-13-12)5-8(11)9(7)15-14/h4-5,13,15H,1-3,12H2;C9H12N2OSFCl;250;0.40;3.16;-9.07;2.48;-20
OC1=CC=C(C=C1)/C(=C\CCCNC)/C=C;3/000000083;InChI=1S/C14H19NO/c1-3-12(6-4-5-11-15-2)13-7-9-14(16)10-8-13/h3,6-10,15-16H,1,4-5,11H2,2H3/b12-6-;C14H19NO;217;2.68;3.30;-3.45;5.09;-20
OC1=CC=C(C(=C1)CCCCCC)C(O)(F)F;3/000000138;InChI=1S/C13H18F2O2/c1-2-3-4-5-6-10-9-11(16)7-8-12(10)13(14,15)17/h7-9,16-17H,2-6H2,1H3;C13H18O2F2;244;3.05;3.57;-6.40;14.40;-170
OC1=CC=C(C=C1)C(=C)/C=C/C1=CN=CN1;3/000000177;InChI=1S/C13H12N2O/c1-10(2-5-12-8-14-9-15-12)11-3-6-13(16)7-4-11/h2-9,16H,1H2,(H,14,15)/b5-2+;C13H12N2O;212;2.21;3.23;-9.38;3.58;0
SCCNC(=O)NC1=CC(O)=CC=C1C(=C)C=C;3/000000264;InChI=1S/C13H16N2O2S/c1-3-9(2)11-5-4-10(16)8-12(11)15-13(17)14-6-7-18/h3-5,8,16,18H,1-2,6-7H2,(H2,14,15,17);C13H16N2O2S;264;2.13;3.47;-7.33;3.58;0
OC1C(SC)=CC(=CC=1)C1=C(Cl)C=NN1;3/000000216;InChI=1S/C10H9ClN2OS/c1-15-9-4-6(2-3-8(9)14)10-7(11)5-12-13-10/h2-5,14H,1H3,(H,12,13);C10H9N2OSCl;240;3.62;3.41;-4.52;2.22;-140
OC1=CC=C(C=C1)C(=C)/C=C/[C@@H]1N(C(=O)N)CCC1;3/000000102;InChI=1S/C15H18N2O2/c1-11(12-5-8-14(18)9-6-12)4-7-13-3-2-10-17(13)15(16)19/h4-9,13,18H,1-3,10H2,(H2,16,19)/b7-4+/t13-/m1/s1;C15H18N2O2;258;1.92;3.52;-7.19;3.58;-150
OC1=CC=C(C(=C1)Br)CC(=O)C[C@H](CO)F;3/000000330;InChI=1S/C11H12BrFO3/c12-11-5-9(15)2-1-7(11)3-10(16)4-8(13)6-14/h1-2,5,8,14-15H,3-4,6H2/t8-/m1/s1;C11H12O3FBr;291;1.73;3.08;-5.31;3.58;-150
OC1=CC=CC(=C1O)/C=C/C[C@H]1C=CC1;3/000000228;InChI=1S/C13H14O2/c14-12-9-3-8-11(13(12)15)7-2-6-10-4-1-5-10/h1-4,7-10,14-15H,5-6H2/b7-2+/t10-/m0/s1;C13H14O2;202;2.44;3.45;-6.55;3.58;-150
OC1C(SC)=CC(=CC=1)C1=C(Cl)C=NN1;3/000000109;InChI=1S/C10H9ClN2OS/c1-15-9-4-6(2-3-8(9)14)10-7(11)5-12-13-10/h2-5,14H,1H3,(H,12,13);C10H9N2OSCl;240;3.62;3.53;-4.59;2.22;-140
O[S@@](=O)C1=CC(F)=CC(=C1F)[C@H](CC)[NH3+];3/000000035;InChI=1S/C9H11F2NO2S/c1-2-7(12)6-3-5(10)4-8(9(6)11)15(13)14/h3-4,7H,2,12H2,1H3,(H,13,14)/p+1/t7-/m0/s1;C9H12NO2SF2;236;0.07;3.10;-6.92;16.20;-190
S(=O)CC/C(=C/C1=N[N]C(=[NH2])N1)/C#CCCC;3/000000025;InChI=1S/C11H16N4OS/c1-2-3-4-5-9(6-7-17-16)8-10-13-11(12)15-14-10/h8,17H,2-3,6-7,12H2,1H3,(H,13,14)/b9-8+;C11H16N4OS;252;0.19;3.09;-7.03;3.58;-80
SC1=NN=C(N1)CCC1=CSC=N1;3/000000194;InChI=1S/C7H8N4S2/c12-7-9-6(10-11-7)2-1-5-3-13-4-8-5/h3-4H,1-2H2,(H2,9,10,11,12);C7H8N4S2;212;2.27;3.14;-2.28;2.22;0
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](C)N;3/000000158;InChI=1S/C13H17NO/c1-10(4-3-5-11(2)14)12-6-8-13(15)9-7-12/h3-4,6-9,11,15H,1,5,14H2,2H3/b4-3+/t11-/m0/s1;C13H17NO;203;2.39;3.27;-7.46;3.58;-170
S[C@@H](C)C(=C)C1C=C(F)C=C(C=1F)[S@](=O)O;3/000000021;InChI=1S/C10H10F2O2S2/c1-5(6(2)15)8-3-7(11)4-9(10(8)12)16(13)14/h3-4,6,15H,1H2,2H3,(H,13,14)/t6-/m0/s1;C10H10O2S2F2;264;1.16;3.22;-7.28;18.90;-190
OC1=CC=C(C=C1)C(=C)/C=C/[C@H]1SCCNC1;3/000000063;InChI=1S/C14H17NOS/c1-11(12-3-5-13(16)6-4-12)2-7-14-10-15-8-9-17-14/h2-7,14-16H,1,8-10H2/b7-2+/t14-/m1/s1;C14H17NOS;247;2.59;3.32;-10.37;3.58;-150
OC1=CC=C(C=C1)CC#CC1C(I)=CN=C(C=1Cl)N;3/000000130;InChI=1S/C14H10ClIN2O/c15-13-11(12(16)8-18-14(13)17)3-1-2-9-4-6-10(19)7-5-9/h4-8,19H,2H2,(H2,17,18);C14H10N2OClI;384;4.38;4.13;-6.11;16.40;0
OC1=CC=C(C=C1)C(=C)/C=C/C1=CN=CN1;3/000000180;InChI=1S/C13H12N2O/c1-10(2-5-12-8-14-9-15-12)11-3-6-13(16)7-4-11/h2-9,16H,1H2,(H,14,15)/b5-2+;C13H12N2O;212;2.21;3.28;-8.90;3.58;0
OC1=CC=C(C(=C1)C[NH3+])C1=NN=C(S1)N;3/000000243;InChI=1S/C9H10N4OS/c10-4-5-3-6(14)1-2-7(5)8-12-13-9(11)15-8/h1-3,14H,4,10H2,(H2,11,13)/p+1;C9H11N4OS;223;1.11;3.07;-7.35;16.20;-140
OC1C=C(NC(=O)NCC)C(=CC=1)C(=C)C=C;3/000000143;InChI=1S/C13H16N2O2/c1-4-9(3)11-7-6-10(16)8-12(11)15-13(17)14-5-2/h4,6-8,16H,1,3,5H2,2H3,(H2,14,15,17);C13H16N2O2;232;1.88;3.41;-7.66;3.58;-20
OC[C@H](CS)C1=CC(F)=C(C(=C1)Cl)S=O;3/000000006;InChI=1S/C9H10ClFO2S2/c10-7-1-5(6(3-12)4-14)2-8(11)9(7)15-13/h1-2,6,12,14-15H,3-4H2/t6-/m1/s1;C9H10O2S2FCl;268;0.88;3.19;-5.01;16.30;-150
OC1=CC=C(C(=C1)Br)C(=O)[N]C(=[NH2])N;3/000000312;InChI=1S/C8H8BrN3O2/c9-6-3-4(13)1-2-5(6)7(14)12-8(10)11/h1-3,13H,10-11H2;C8H8N3O2Br;258;0.78;3.18;-7.68;2.35;-20
OC/C=C\C1=CC(O)=CC=C1C1=C(Cl)C=NN1;3/000000149;InChI=1S/C12H11ClN2O2/c13-11-7-14-15-12(11)10-4-3-9(17)6-8(10)2-1-5-16/h1-4,6-7,16-17H,5H2,(H,14,15)/b2-1-;C12H11N2O2Cl;250;2.67;3.39;-7.58;3.58;-120
S[C@@](CS=O)(C)C1=NN=CN1;3/000000004;InChI=1S/C5H9N3OS2/c1-5(10,2-11-9)4-6-3-7-8-4/h3,10-11H,2H2,1H3,(H,6,7,8)/t5-/m1/s1;C5H9N3OS2;191;-0.02;3.16;-2.83;2.22;-170
OC1=CC=C(C(=C1)C1=NNC(=S)O1)C(=C)/C=C/CC;3/000000274;InChI=1S/C14H14N2O2S/c1-3-4-5-9(2)11-7-6-10(17)8-12(11)13-15-16-14(19)18-13/h4-8,17H,2-3H2,1H3,(H,16,19)/b5-4+;C14H14N2O2S;274;3.87;3.85;-11.41;20.10;-140
OC1=CC=C(C(=C1)N[C](N)N)C1=CNC(=[NH2])[N]1;3/000000070;InChI=1S/C10H13N6O/c11-9(12)15-7-3-5(17)1-2-6(7)8-4-14-10(13)16-8/h1-4,14-15,17H,11-13H2;C10H13N6O;233;-0.04;3.66;-6.41;17.20;-140
OC1=CC=C(C(=C1)Br)C1=CC(=NN1)C(=O)N;3/000000276;InChI=1S/C10H8BrN3O2/c11-7-3-5(15)1-2-6(7)8-4-9(10(12)16)14-13-8/h1-4,15H,(H2,12,16)(H,13,14);C10H8N3O2Br;282;1.94;3.30;-8.19;2.22;-180
OC1=CC=CC(=C1)CSCC1=NC(=CN1)Cl;3/000000339;InChI=1S/C11H11ClN2OS/c12-10-5-13-11(14-10)7-16-6-8-2-1-3-9(15)4-8/h1-5,15H,6-7H2,(H,13,14);C11H11N2OSCl;254;2.69;3.12;-8.89;15.70;-20
OC1=CC=C(C(=C1)C1=NNC(=S)O1)C(=C)/C=C/CC;3/000000273;InChI=1S/C14H14N2O2S/c1-3-4-5-9(2)11-7-6-10(17)8-12(11)13-15-16-14(19)18-13/h4-8,17H,2-3H2,1H3,(H,16,19)/b5-4+;C14H14N2O2S;274;3.87;3.89;-10.87;20.10;-140
OC1=CC=C(C=C1)C(=C)/C=C/C1=CN=CN1;3/000000181;InChI=1S/C13H12N2O/c1-10(2-5-12-8-14-9-15-12)11-3-6-13(16)7-4-11/h2-9,16H,1H2,(H,14,15)/b5-2+;C13H12N2O;212;2.21;3.27;-8.97;3.58;0
OC1=CC=C(C(=C1)S(=O)=O)/C(=C/C[C@H](C)S)/C=C;3/000000291;InChI=1S/C13H16O3S2/c1-3-10(5-4-9(2)17)12-7-6-11(14)8-13(12)18(15)16/h3,5-9,14,17-18H,1,4H2,2H3/b10-5+/t9-/m0/s1;C13H16O3S2;284;2.67;3.46;-9.84;17.80;-170
OC1=CC=C(C=C1)C(=C)/C=C/[C@H]1C(=O)N(C1)C(=O)N;3/000000066;InChI=1S/C14H14N2O3/c1-9(10-4-6-12(17)7-5-10)2-3-11-8-16(13(11)18)14(15)19/h2-7,11,17H,1,8H2,(H2,15,19)/b3-2+/t11-/m1/s1;C14H14N2O3;258;0.58;3.45;-9.93;3.58;-150
OC1=CC=C(C(=C1)Br)C(=O)[N]C(=[NH2])N;3/000000311;InChI=1S/C8H8BrN3O2/c9-6-3-4(13)1-2-5(6)7(14)12-8(10)11/h1-3,13H,10-11H2;C8H8N3O2Br;258;0.78;3.19;-7.64;2.35;0
OC1=CC=C(C(=C1)CCl)C(=C)/C=C/C[C@H](C)N;3/000000325;InChI=1S/C14H18ClNO/c1-10(4-3-5-11(2)16)14-7-6-13(17)8-12(14)9-15/h3-4,6-8,11,17H,1,5,9,16H2,2H3/b4-3+/t11-/m0/s1;C14H18NOCl;251;2.85;3.46;-10.63;3.58;-170
OC1=CC=CC(=C1Cl)CCC(=O)N;3/000000209;InChI=1S/C9H10ClNO2/c10-9-6(4-5-8(11)13)2-1-3-7(9)12/h1-3,12H,4-5H2,(H2,11,13);C9H10NO2Cl;199;1.11;3.44;-2.75;2.22;0
OC1=CC=CC(=C1)/C=C/CNN;3/000000285;InChI=1S/C9H12N2O/c10-11-6-2-4-8-3-1-5-9(12)7-8/h1-5,7,11-12H,6,10H2/b4-2+;C9H12N2O;164;1.12;3.01;-5.44;2.22;0
OC1=CC=C(C(=C1)Br)C1=CC(=NN1)C(=O)N;3/000000279;InChI=1S/C10H8BrN3O2/c11-7-3-5(15)1-2-6(7)8-4-9(10(12)16)14-13-8/h1-4,15H,(H2,12,16)(H,13,14);C10H8N3O2Br;282;1.94;3.33;-8.53;2.22;-180
OC1=CC=C(C(=C1)N[C](N)N)C1=CNC(=[NH2])[N]1;3/000000071;InChI=1S/C10H13N6O/c11-9(12)15-7-3-5(17)1-2-6(7)8-4-14-10(13)16-8/h1-4,14-15,17H,11-13H2;C10H13N6O;233;-0.04;3.66;-6.39;17.20;-140
OC1=CC=C(C=C1CO)C1=CCC=CN1;3/000000352;InChI=1S/C12H13NO2/c14-8-10-7-9(4-5-12(10)15)11-3-1-2-6-13-11/h2-7,13-15H,1,8H2;C12H13NO2;203;2.03;3.78;-5.19;2.22;-160
SCCCC(=O)NOCC1=CC(O)=CC=C1C(=C)C=C;3/000000296;InChI=1S/C15H19NO3S/c1-3-11(2)14-7-6-13(17)9-12(14)10-19-16-15(18)5-4-8-20/h3,6-7,9,17,20H,1-2,4-5,8,10H2,(H,16,18);C15H19NO3S;293;2.98;3.75;-8.30;5.09;-40
O[C@H](C1=NN=CCN1)C(=C)C1=NOC(=O)N1;3/000000373;InChI=1S/C8H9N5O3/c1-4(6-11-8(15)16-13-6)5(14)7-9-2-3-10-12-7/h3,5,14H,1-2H2,(H,9,12)(H,11,13,15)/t5-/m0/s1;C8H9N5O3;223;0.01;3.12;-3.06;2.22;-150
OC1C(O)=CC=CC=1CSC;3/000000293;InChI=1S/C8H10O2S/c1-11-5-6-3-2-4-7(9)8(6)10/h2-4,9-10H,5H2,1H3;C8H10O2S;170;1.94;3.06;-4.46;8.50;-20
OC[C@@H](/C=C/C1=CCC=CO1)C(=O)[O-];3/000000128;InChI=1S/C10H12O4/c11-7-8(10(12)13)4-5-9-3-1-2-6-14-9/h2-6,8,11H,1,7H2,(H,12,13)/p-1/b5-4+/t8-/m1/s1;C10H11O4;195;-0.09;3.05;-5.68;2.22;-190
OC1=CC=C(C(=C1)C[NH3+])C1=NN=C(S1)N;3/000000247;InChI=1S/C9H10N4OS/c10-4-5-3-6(14)1-2-7(5)8-12-13-9(11)15-8/h1-3,14H,4,10H2,(H2,11,13)/p+1;C9H11N4OS;223;1.11;3.12;-6.94;16.20;-140
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](CP(=O)(O)O)N;3/000000343;InChI=1S/C13H18NO4P/c1-10(11-5-7-13(15)8-6-11)3-2-4-12(14)9-19(16,17)18/h2-3,5-8,12,15H,1,4,9,14H2,(H2,16,17,18)/b3-2+/t12-/m1/s1;C13H18NO4P;283;0.44;3.44;-11.51;5.09;-170
OC1=CC=C(C=C1)C(=C)/C=C/C1=CN=CN1;3/000000173;InChI=1S/C13H12N2O/c1-10(2-5-12-8-14-9-15-12)11-3-6-13(16)7-4-11/h2-9,16H,1H2,(H,14,15)/b5-2+;C13H12N2O;212;2.21;3.27;-8.54;3.58;0
OCN[C@@H](CC[S@](=O)CF)C1C=C(N)C=CC=1Cl;3/000000184;InChI=1S/C11H16ClFN2O2S/c12-10-2-1-8(14)5-9(10)11(15-7-16)3-4-18(17)6-13/h1-2,5,11,15-16H,3-4,6-7,14H2/t11-,18-/m0/s1;C11H16N2O2SFCl;294;0.44;3.81;-5.06;3.72;-150
OC1=C(Br)C=C(C=C1Br)[S@](=O)[C@H]1C=NNC1=O;3/000000027;InChI=1S/C9H6Br2N2O3S/c10-5-1-4(2-6(11)8(5)14)17(16)7-3-12-13-9(7)15/h1-3,7,14H,(H,13,15)/t7-,17-/m0/s1;C9H6N2O3SBr2;382;1.26;3.33;-7.37;19.80;-150
OC1=CC=C(C=C1[C@H](CC1=NC=CN1)O)C(=C)C=C;3/000000223;InChI=1S/C15H16N2O2/c1-3-10(2)11-4-5-13(18)12(8-11)14(19)9-15-16-6-7-17-15/h3-8,14,18-19H,1-2,9H2,(H,16,17)/t14-/m0/s1;C15H16N2O2;256;1.67;4.22;-5.56;17.10;-150
O[S@@](=O)C1C=CC=C(C=1)O[C@H](CCC)N;3/000000205;InChI=1S/C10H15NO3S/c1-2-4-10(11)14-8-5-3-6-9(7-8)15(12)13/h3,5-7,10H,2,4,11H2,1H3,(H,12,13)/t10-/m1/s1;C10H15NO3S;229;0.19;3.12;-8.46;2.22;-170
S(=O)C1=C(F)C=C(C=C1Cl)CCCCCNN;3/000000009;InChI=1S/C11H16ClFN2OS/c12-9-6-8(4-2-1-3-5-15-14)7-10(13)11(9)17-16/h6-7,15,17H,1-5,14H2;C11H16N2OSFCl;278;1.12;3.28;-11.13;3.58;-40
OC1=CC=C(C=C1)C(=C)/C=C/C[C@H](C)N;3/000000160;InChI=1S/C13H17NO/c1-10(4-3-5-11(2)14)12-6-8-13(15)9-7-12/h3-4,6-9,11,15H,1,5,14H2,2H3/b4-3+/t11-/m0/s1;C13H17NO;203;2.39;3.20;-8.99;3.58;-170
OC1=CC=C(C(=C1)CCCCCC)C(O)(F)F;3/000000136;InChI=1S/C13H18F2O2/c1-2-3-4-5-6-10-9-11(16)7-8-12(10)13(14,15)17/h7-9,16-17H,2-6H2,1H3;C13H18O2F2;244;3.05;3.56;-5.86;14.40;-170
OC1=CC=CC(=C1)/C=C/[C@H](CS(=O)(=O)O)C;3/000000255;InChI=1S/C11H14O4S/c1-9(8-16(13,14)15)5-6-10-3-2-4-11(12)7-10/h2-7,9,12H,8H2,1H3,(H,13,14,15)/b6-5+/t9-/m1/s1;C11H14O4S;242;1.39;3.23;-4.65;3.58;-170
OC1=CC=CC(=C1)CSCCCNN;3/000000308;InChI=1S/C10H16N2OS/c11-12-5-2-6-14-8-9-3-1-4-10(13)7-9/h1,3-4,7,12-13H,2,5-6,8,11H2;C10H16N2OS;212;1.64;3.15;-6.75;11.30;0
SC1=NN=C(O1)[C@@H]([NH3+])C1=NOC(=O)N1;3/000000355;InChI=1S/C5H5N5O3S/c6-1(2-7-4(11)13-10-2)3-8-9-5(14)12-3/h1H,6H2,(H,9,14)(H,7,10,11)/p+1/t1-/m0/s1;C5H6N5O3S;216;0.00;3.42;-2.79;21.40;-150
O[S@@](=O)C1=CC=CC(=C1)NC=C;3/000000197;InChI=1S/C8H9NO2S/c1-2-9-7-4-3-5-8(6-7)12(10)11/h2-6,9H,1H2,(H,10,11);C8H9NO2S;183;-0.16;3.04;-5.15;11.20;0
OC1C=C(NC(=O)NCC)C(=CC=1)C(=C)C=C;3/000000140;InChI=1S/C13H16N2O2/c1-4-9(3)11-7-6-10(16)8-12(11)15-13(17)14-5-2/h4,6-8,16H,1,3,5H2,2H3,(H2,14,15,17);C13H16N2O2;232;1.88;3.26;-8.35;3.58;-20
OC1=CC=C(C(=C1)Br)[C@@H](CC=C)O;3/000000182;InChI=1S/C10H11BrO2/c1-2-3-10(13)8-5-4-7(12)6-9(8)11/h2,4-6,10,12-13H,1,3H2/t10-/m1/s1;C10H11O2Br;243;2.48;3.23;-6.41;2.35;-150
