SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC1C=C(C(=C(C=1)Cl)Cl)[C@@H]([NH3+])/C=C/C[NH2+]S(=O)(=O)N;5/000000044;InChI=1S/C10H13Cl2N3O3S/c11-8-5-6(16)4-7(10(8)12)9(13)2-1-3-15-19(14,17)18/h1-2,4-5,9,15-16H,3,13H2,(H2,14,17,18)/p+2/b2-1+/t9-/m0/s1;C10H15N3O3SCl2;327;0.48;3.51;-7.65;20.10;-170
C(=C\C1=NOC(=C1)C(=O)[O-])\[C@@H]1OOCCC1;5/000000057;InChI=1S/C10H11NO5/c12-10(13)9-6-7(11-15-9)3-4-8-2-1-5-14-16-8/h3-4,6,8H,1-2,5H2,(H,12,13)/p-1/b4-3-/t8-/m1/s1;C10H10NO5;224;0.89;3.04;-2.48;2.22;-150
O[C@](C)(C(=C)C1=CNC=C1)C1=NN=C(S1)C(=O)[O-];5/000000169;InChI=1S/C11H11N3O3S/c1-6(7-3-4-12-5-7)11(2,17)10-14-13-8(18-10)9(15)16/h3-5,12,17H,1H2,2H3,(H,15,16)/p-1/t11-/m1/s1;C11H10N3O3S;264;0.50;3.30;-4.49;3.58;-190
C(=C\C1=C[C@H](C=CN1)/C=C/C)/C[NH2+]S(=O)(=O)N;5/000000049;InChI=1S/C11H17N3O2S/c1-2-4-10-6-8-13-11(9-10)5-3-7-14-17(12,15)16/h2-6,8-10,13-14H,7H2,1H3,(H2,12,15,16)/p+1/b4-2+,5-3+/t10-/m0/s1;C11H18N3O2S;256;0.73;3.16;-4.29;3.58;-190
O[C@](C)(C=C)C1=NN=C(S1)C(=O)[O-];5/000000074;InChI=1S/C7H8N2O3S/c1-3-7(2,12)6-9-8-4(13-6)5(10)11/h3,12H,1H2,2H3,(H,10,11)/p-1/t7-/m1/s1;C7H7N2O3S;199;0.26;3.06;-1.58;3.58;-170
SC[C@H](CC)C1=CN=C(NC1)C(=O)[O-];5/000000079;InChI=1S/C9H14N2O2S/c1-2-6(5-14)7-3-10-8(9(12)13)11-4-7/h3,6,14H,2,4-5H2,1H3,(H,10,11)(H,12,13)/p-1/t6-/m0/s1;C9H13N2O2S;213;-0.06;3.25;-3.04;16.70;-170
O[C@](C)(C1=CCC=C1)C1=NN=C(S1)C(=O)[O-];5/000000107;InChI=1S/C10H10N2O3S/c1-10(15,6-4-2-3-5-6)9-12-11-7(16-9)8(13)14/h2,4-5,15H,3H2,1H3,(H,13,14)/p-1/t10-/m1/s1;C10H9N2O3S;237;0.27;3.01;-4.27;3.58;-170
SC1=NC(=CN1)CCC[C@@H]1C=CN=C(N1)C(=O)[O-];5/000000105;InChI=1S/C11H14N4O2S/c16-10(17)9-12-5-4-7(14-9)2-1-3-8-6-13-11(18)15-8/h4-7H,1-3H2,(H,12,14)(H,16,17)(H2,13,15,18)/p-1/t7-/m1/s1;C11H13N4O2S;265;0.27;3.26;-7.97;5.21;-150
C(=C\C1N=C(N)C(=CC=1Br)Br)/C[NH2+]S(=O)(=O)N;5/000000022;InChI=1S/C8H10Br2N4O2S/c9-5-4-6(10)8(11)14-7(5)2-1-3-13-17(12,15)16/h1-2,4,13H,3H2,(H2,11,14)(H2,12,15,16)/p+1/b2-1+;C8H11N4O2SBr2;387;0.90;3.30;-4.18;2.35;-40
[O-]C(=O)C1=CN=C(C=N1)C1=NN=CN1;5/000000095;InChI=1S/C7H5N5O2/c13-7(14)5-2-8-4(1-9-5)6-10-3-11-12-6/h1-3H,(H,13,14)(H,10,11,12)/p-1;C7H4N5O2;190;-0.15;3.23;-4.10;14.80;-120
C(=C\C1N=C(N)C(=CC=1Br)Br)/C[NH2+]S(=O)(=O)N;5/000000133;InChI=1S/C8H10Br2N4O2S/c9-5-4-6(10)8(11)14-7(5)2-1-3-13-17(12,15)16/h1-2,4,13H,3H2,(H2,11,14)(H2,12,15,16)/p+1/b2-1+;C8H11N4O2SBr2;387;0.90;3.41;-3.79;2.35;-20
C1=CN=C(N[C@H]1CC)C(=O)[O-];5/000000087;InChI=1S/C7H10N2O2/c1-2-5-3-4-8-6(9-5)7(10)11/h3-5H,2H2,1H3,(H,8,9)(H,10,11)/p-1/t5-/m0/s1;C7H9N2O2;153;-0.18;3.12;-1.56;2.22;-170
C1=CN=C(N[C@H]1CC)C(=O)[O-];5/000000084;InChI=1S/C7H10N2O2/c1-2-5-3-4-8-6(9-5)7(10)11/h3-5H,2H2,1H3,(H,8,9)(H,10,11)/p-1/t5-/m0/s1;C7H9N2O2;153;-0.18;3.14;0.19;2.22;-170
C(=C\C1N=C(N)C(=CC=1Br)Br)/C[NH2+]S(=O)(=O)N;5/000000024;InChI=1S/C8H10Br2N4O2S/c9-5-4-6(10)8(11)14-7(5)2-1-3-13-17(12,15)16/h1-2,4,13H,3H2,(H2,11,14)(H2,12,15,16)/p+1/b2-1+;C8H11N4O2SBr2;387;0.90;3.38;-5.38;2.35;-20
SC[C@H](CC)C1=CN=C(NC1)C(=O)[O-];5/000000082;InChI=1S/C9H14N2O2S/c1-2-6(5-14)7-3-10-8(9(12)13)11-4-7/h3,6,14H,2,4-5H2,1H3,(H,10,11)(H,12,13)/p-1/t6-/m0/s1;C9H13N2O2S;213;-0.06;3.43;-1.94;16.70;-170
OC1C=C(C(=C(C=1)Cl)Cl)[C@@H]([NH3+])/C=C/C[NH2+]S(=O)(=O)N;5/000000045;InChI=1S/C10H13Cl2N3O3S/c11-8-5-6(16)4-7(10(8)12)9(13)2-1-3-15-19(14,17)18/h1-2,4-5,9,15-16H,3,13H2,(H2,14,17,18)/p+2/b2-1+/t9-/m0/s1;C10H15N3O3SCl2;327;0.48;3.46;-6.66;20.10;-190
C(=C\C1N=C(N)C(=CC=1Br)Br)/C[NH2+]S(=O)(=O)N;5/000000135;InChI=1S/C8H10Br2N4O2S/c9-5-4-6(10)8(11)14-7(5)2-1-3-13-17(12,15)16/h1-2,4,13H,3H2,(H2,11,14)(H2,12,15,16)/p+1/b2-1+;C8H11N4O2SBr2;387;0.90;3.30;-4.18;2.35;-40
SC[C@H](CC)C1=CN=C(NC1)C(=O)[O-];5/000000083;InChI=1S/C9H14N2O2S/c1-2-6(5-14)7-3-10-8(9(12)13)11-4-7/h3,6,14H,2,4-5H2,1H3,(H,10,11)(H,12,13)/p-1/t6-/m0/s1;C9H13N2O2S;213;-0.06;3.42;-1.89;16.70;-170
O=N(=O)C[C@H]1C=NC(=CC1)C(=O)[O-];5/000000138;InChI=1S/C7H8N2O4/c10-7(11)6-2-1-5(3-8-6)4-9(12)13/h2-3,5H,1,4H2,(H,10,11)/p-1/t5-/m1/s1;C7H7N2O4;183;-0.33;3.43;0.64;2.22;-150
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000177;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.27;-5.19;2.35;-170
C=C(CCCC[C@@H]1C=CN=C(N1)C(=O)[O-])NC;5/000000102;InChI=1S/C12H19N3O2/c1-9(13-2)5-3-4-6-10-7-8-14-11(15-10)12(16)17/h7-8,10,13H,1,3-6H2,2H3,(H,14,15)(H,16,17)/p-1/t10-/m1/s1;C12H18N3O2;236;0.52;3.10;-6.32;5.21;-190
C(=C)C/C=C/[C@H]1C=NC(=CN1)C(=O)[O-];5/000000109;InChI=1S/C10H12N2O2/c1-2-3-4-5-8-6-12-9(7-11-8)10(13)14/h2,4-8,11H,1,3H2,(H,13,14)/p-1/b5-4+/t8-/m0/s1;C10H11N2O2;191;0.47;3.11;-3.61;2.35;-150
C1=C[C@H](NC(=N1)C(=O)[O-])CCC;5/000000035;InChI=1S/C8H12N2O2/c1-2-3-6-4-5-9-7(10-6)8(11)12/h4-6H,2-3H2,1H3,(H,9,10)(H,11,12)/p-1/t6-/m1/s1;C8H11N2O2;167;0.17;3.10;-4.07;2.22;-170
C(=C\C1N=C(N)C(=CC=1Br)Br)/C[NH2+]S(=O)(=O)N;5/000000025;InChI=1S/C8H10Br2N4O2S/c9-5-4-6(10)8(11)14-7(5)2-1-3-13-17(12,15)16/h1-2,4,13H,3H2,(H2,11,14)(H2,12,15,16)/p+1/b2-1+;C8H11N4O2SBr2;387;0.90;3.41;-3.79;2.35;-20
OP(OCC#CC(=C)C1C(I)=CN=C(C=1Cl)N)([O])=O;5/000000021;InChI=1S/C10H8ClIN2O4P/c1-6(3-2-4-18-19(15,16)17)8-7(12)5-14-10(13)9(8)11/h5H,1,4H2,(H2,13,14)(H,15,16);C10H8N2O4PClI;413;1.49;3.55;-5.14;22.00;0
O[C@](C)(C(=C)C1=CCC=CN1)C1=NN=C(S1)C(=O)[O-];5/000000158;InChI=1S/C12H13N3O3S/c1-7(8-5-3-4-6-13-8)12(2,18)11-15-14-9(19-11)10(16)17/h4-6,13,18H,1,3H2,2H3,(H,16,17)/p-1/t12-/m1/s1;C12H12N3O3S;278;1.07;3.51;-5.70;3.58;-170
C1=C(OCCO1)CCC[C@@H]1C=CN=C(N1)C(=O)[O-];5/000000063;InChI=1S/C12H16N2O4/c15-12(16)11-13-5-4-9(14-11)2-1-3-10-8-17-6-7-18-10/h4-5,8-9H,1-3,6-7H2,(H,13,14)(H,15,16)/p-1/t9-/m1/s1;C12H15N2O4;251;0.21;3.32;-7.45;5.21;-190
C1=CC=C(C=C1C[NH3+])/C(=C\CC)/C=C/CS(=O)(=O)N;5/000000130;InChI=1S/C14H20N2O2S/c1-2-5-13(8-4-9-19(16,17)18)14-7-3-6-12(10-14)11-15/h3-8,10H,2,9,11,15H2,1H3,(H2,16,17,18)/p+1/b8-4+,13-5-;C14H21N2O2S;281;1.08;3.64;-2.68;5.09;-20
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000180;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.29;-5.54;2.35;-170
SC1C=CC(=C(C=1)/C=C\C)C1=NC(=O)ON1;5/000000006;InChI=1S/C11H10N2O2S/c1-2-3-7-6-8(16)4-5-9(7)10-12-11(14)15-13-10/h2-6,16H,1H3,(H,12,13,14)/b3-2-;C11H10N2O2S;234;2.60;3.32;-4.46;16.20;-160
O[C@H](CCC)C(=O)OCC1=CSC(=N1)C(=O)[O-];5/000000143;InChI=1S/C10H13NO5S/c1-2-3-7(12)10(15)16-4-6-5-17-8(11-6)9(13)14/h5,7,12H,2-4H2,1H3,(H,13,14)/p-1/t7-/m1/s1;C10H12NO5S;258;-0.18;3.46;-3.29;2.22;-190
SC1C=CC(=C(C=1)/C=C\C)C1=NC(=O)ON1;5/000000004;InChI=1S/C11H10N2O2S/c1-2-3-7-6-8(16)4-5-9(7)10-12-11(14)15-13-10/h2-6,16H,1H3,(H,12,13,14)/b3-2-;C11H10N2O2S;234;2.60;3.32;-7.36;16.20;-160
O[C@](C)(C(=C)C1=NNC=N1)C1=NN=C(S1)C(=O)[O-];5/000000149;InChI=1S/C9H9N5O3S/c1-4(5-10-3-11-12-5)9(2,17)8-14-13-6(18-8)7(15)16/h3,17H,1H2,2H3,(H,15,16)(H,10,11,12)/p-1/t9-/m1/s1;C9H8N5O3S;266;0.02;3.27;-4.26;3.58;-190
O[C@](C)(C=C)C1=NN=C(S1)C(=O)[O-];5/000000070;InChI=1S/C7H8N2O3S/c1-3-7(2,12)6-9-8-4(13-6)5(10)11/h3,12H,1H2,2H3,(H,10,11)/p-1/t7-/m1/s1;C7H7N2O3S;199;0.26;3.03;-2.28;3.58;-170
C1=C(OCCO1)CCC[C@@H]1C=CN=C(N1)C(=O)[O-];5/000000066;InChI=1S/C12H16N2O4/c15-12(16)11-13-5-4-9(14-11)2-1-3-10-8-17-6-7-18-10/h4-5,8-9H,1-3,6-7H2,(H,13,14)(H,15,16)/p-1/t9-/m1/s1;C12H15N2O4;251;0.21;3.29;-6.96;5.21;-190
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000181;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.09;-5.90;2.35;-170
O[C@](C)(C=C)C1=NN=C(S1)C(=O)[O-];5/000000071;InChI=1S/C7H8N2O3S/c1-3-7(2,12)6-9-8-4(13-6)5(10)11/h3,12H,1H2,2H3,(H,10,11)/p-1/t7-/m1/s1;C7H7N2O3S;199;0.26;3.04;-1.84;3.58;-170
C1=CC=C(C=C1C[NH3+])/C(=C\CC)/C=C/CS(=O)(=O)N;5/000000128;InChI=1S/C14H20N2O2S/c1-2-5-13(8-4-9-19(16,17)18)14-7-3-6-12(10-14)11-15/h3-8,10H,2,9,11,15H2,1H3,(H2,16,17,18)/p+1/b8-4+,13-5-;C14H21N2O2S;281;1.08;4.02;-2.34;5.09;-20
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000173;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.29;-4.74;2.35;-150
[NH](=C\1/[N]N=C(N1)C(=O)[O-])/C1C=CC2=C(C=1)C=CS2;5/000000027;InChI=1S/C11H8N4O2S/c16-10(17)9-13-11(15-14-9)12-7-1-2-8-6(5-7)3-4-18-8/h1-5,12H,(H,13,14)(H,16,17)/p-1/b12-11-;C11H7N4O2S;259;2.15;3.75;-4.82;21.00;-60
C1=C[C@H](NN1)C(=C)C1=NOC(=C1)C(=O)[O-];5/000000160;InChI=1S/C9H9N3O3/c1-5(6-2-3-10-11-6)7-4-8(9(13)14)15-12-7/h2-4,6,10-11H,1H2,(H,13,14)/p-1/t6-/m0/s1;C9H8N3O3;206;0.65;3.23;-2.23;19.20;-150
SC1C=CC(=C(C=1)/C=C\C)C1=NC(=O)ON1;5/000000009;InChI=1S/C11H10N2O2S/c1-2-3-7-6-8(16)4-5-9(7)10-12-11(14)15-13-10/h2-6,16H,1H3,(H,12,13,14)/b3-2-;C11H10N2O2S;234;2.60;3.26;-3.82;16.20;-160
N[C@@](CI)(C)C(=O)[O-];5/000000136;InChI=1S/C4H8INO2/c1-4(6,2-5)3(7)8/h2,6H2,1H3,(H,7,8)/p-1/t4-/m1/s1;C4H7NO2I;228;-0.07;3.06;-0.46;1.00;-170
O=N(=O)C[C@H]1C=NC(=CC1)C(=O)[O-];5/000000140;InChI=1S/C7H8N2O4/c10-7(11)6-2-1-5(3-8-6)4-9(12)13/h2-3,5H,1,4H2,(H,10,11)/p-1/t5-/m1/s1;C7H7N2O4;183;-0.33;3.43;-1.35;2.22;-150
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000182;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.03;-5.81;2.35;-150
O[C@H](CCC)C(=O)OCC1=CSC(=N1)C(=O)[O-];5/000000142;InChI=1S/C10H13NO5S/c1-2-3-7(12)10(15)16-4-6-5-17-8(11-6)9(13)14/h5,7,12H,2-4H2,1H3,(H,13,14)/p-1/t7-/m1/s1;C10H12NO5S;258;-0.18;3.26;-2.76;2.22;-190
C(=C)C/C=C/[C@H]1C=NC(=CN1)C(=O)[O-];5/000000114;InChI=1S/C10H12N2O2/c1-2-3-4-5-8-6-12-9(7-11-8)10(13)14/h2,4-8,11H,1,3H2,(H,13,14)/p-1/b5-4+/t8-/m0/s1;C10H11N2O2;191;0.47;3.18;-2.10;2.35;-150
SC1C=CC(=C(C=1)/C=C\C)C1=NC(=O)ON1;5/000000003;InChI=1S/C11H10N2O2S/c1-2-3-7-6-8(16)4-5-9(7)10-12-11(14)15-13-10/h2-6,16H,1H3,(H,12,13,14)/b3-2-;C11H10N2O2S;234;2.60;3.36;-6.90;16.20;-160
[O-]C(=O)C1=CN[C@@](C=N1)(/C=C/C(=O)C)CCl;5/000000124;InChI=1S/C10H11ClN2O3/c1-7(14)2-3-10(5-11)6-12-8(4-13-10)9(15)16/h2-4,6,13H,5H2,1H3,(H,15,16)/p-1/b3-2+/t10-/m0/s1;C10H10N2O3Cl;241;0.18;3.01;-1.87;3.72;-170
C(=C\C1=NOC(=C1)C(=O)[O-])\C/C=C\C;5/000000090;InChI=1S/C10H11NO3/c1-2-3-4-5-6-8-7-9(10(12)13)14-11-8/h2-3,5-7H,4H2,1H3,(H,12,13)/p-1/b3-2-,6-5-;C10H10NO3;192;1.42;3.16;-0.51;2.22;-20
C1=CN=C(N[C@H]1CC)C(=O)[O-];5/000000141;InChI=1S/C7H10N2O2/c1-2-5-3-4-8-6(9-5)7(10)11/h3-5H,2H2,1H3,(H,8,9)(H,10,11)/p-1/t5-/m0/s1;C7H9N2O2;153;-0.18;3.14;0.19;2.22;-170
SCCCC/C=C\[C@H]1C=NC(=CN1)C(=O)[O-];5/000000171;InChI=1S/C11H16N2O2S/c14-11(15)10-8-12-9(7-13-10)5-3-1-2-4-6-16/h3,5,7-9,12,16H,1-2,4,6H2,(H,14,15)/p-1/b5-3-/t9-/m0/s1;C11H15N2O2S;239;1.25;3.08;-4.75;2.35;-170
OP(OCC[C@H](C1=CNC=N1)/C=C/CBr)([O])=O;5/000000040;InChI=1S/C9H13BrN2O4P/c10-4-1-2-8(9-6-11-7-12-9)3-5-16-17(13,14)15/h1-2,6-8H,3-5H2,(H,11,12)(H,13,14)/b2-1+/t8-/m1/s1;C9H13N2O4PBr;324;0.11;3.13;-4.38;5.09;-170
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000178;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.28;-5.31;2.35;-170
C(=C\C1N=C(N)C(=CC=1Br)Br)/C[NH2+]S(=O)(=O)N;5/000000023;InChI=1S/C8H10Br2N4O2S/c9-5-4-6(10)8(11)14-7(5)2-1-3-13-17(12,15)16/h1-2,4,13H,3H2,(H2,11,14)(H2,12,15,16)/p+1/b2-1+;C8H11N4O2SBr2;387;0.90;3.19;-5.42;2.35;-20
C(=C\C1=C[C@H](C=CN1)/C=C/C)/C[NH2+]S(=O)(=O)N;5/000000051;InChI=1S/C11H17N3O2S/c1-2-4-10-6-8-13-11(9-10)5-3-7-14-17(12,15)16/h2-6,8-10,13-14H,7H2,1H3,(H2,12,15,16)/p+1/b4-2+,5-3+/t10-/m0/s1;C11H18N3O2S;256;0.73;3.08;-5.00;3.58;-190
N=C1CCC[C@@H]1/[NH]=C/1\[N]N=C(N1)CNN;5/000000038;InChI=1S/C8H15N7/c9-5-2-1-3-6(5)12-8-13-7(4-11-10)14-15-8/h6,9,11-12H,1-4,10H2,(H,13,14)/b9-5+,12-8-/t6-/m0/s1;C8H15N7;209;-0.25;3.65;-1.06;2.22;-150
C1=C(OCCO1)CCC[C@@H]1C=CN=C(N1)C(=O)[O-];5/000000060;InChI=1S/C12H16N2O4/c15-12(16)11-13-5-4-9(14-11)2-1-3-10-8-17-6-7-18-10/h4-5,8-9H,1-3,6-7H2,(H,13,14)(H,15,16)/p-1/t9-/m1/s1;C12H15N2O4;251;0.21;3.26;-6.96;5.21;-150
[O-]C(=O)C1=CN[C@@](C=N1)(/C=C/C(=O)C)CCl;5/000000122;InChI=1S/C10H11ClN2O3/c1-7(14)2-3-10(5-11)6-12-8(4-13-10)9(15)16/h2-4,6,13H,5H2,1H3,(H,15,16)/p-1/b3-2+/t10-/m0/s1;C10H10N2O3Cl;241;0.18;3.20;-3.63;3.72;-170
OCC#CCN1C=C(N=C[C@@H]1C=C)C(=O)[O-];5/000000175;InChI=1S/C11H12N2O3/c1-2-9-7-12-10(11(15)16)8-13(9)5-3-4-6-14/h2,7-9,14H,1,5-6H2,(H,15,16)/p-1/t9-/m0/s1;C11H11N2O3;219;-0.09;3.26;-4.91;2.35;-190
[O-]C(=O)C1=CN=C(C=N1)C1=NN=CN1;5/000000099;InChI=1S/C7H5N5O2/c13-7(14)5-2-8-4(1-9-5)6-10-3-11-12-6/h1-3H,(H,13,14)(H,10,11,12)/p-1;C7H4N5O2;190;-0.15;3.15;-3.78;14.80;-120
SC[C@H](CC)C1=CN=C(NC1)C(=O)[O-];5/000000078;InChI=1S/C9H14N2O2S/c1-2-6(5-14)7-3-10-8(9(12)13)11-4-7/h3,6,14H,2,4-5H2,1H3,(H,10,11)(H,12,13)/p-1/t6-/m0/s1;C9H13N2O2S;213;-0.06;3.22;-4.01;16.70;-170
OP(OCC#CC(=C)C1C(I)=CN=C(C=1Cl)N)([O])=O;5/000000020;InChI=1S/C10H8ClIN2O4P/c1-6(3-2-4-18-19(15,16)17)8-7(12)5-14-10(13)9(8)11/h5H,1,4H2,(H2,13,14)(H,15,16);C10H8N2O4PClI;413;1.49;3.47;-4.60;22.00;0
C1=C(OCCO1)CCC[C@@H]1C=CN=C(N1)C(=O)[O-];5/000000064;InChI=1S/C12H16N2O4/c15-12(16)11-13-5-4-9(14-11)2-1-3-10-8-17-6-7-18-10/h4-5,8-9H,1-3,6-7H2,(H,13,14)(H,15,16)/p-1/t9-/m1/s1;C12H15N2O4;251;0.21;3.31;-6.50;5.21;-190
[NH](=C\1/[N]N=C(N1)C(=O)[O-])/C1C=CC2=C(C=1)C=CS2;5/000000030;InChI=1S/C11H8N4O2S/c16-10(17)9-13-11(15-14-9)12-7-1-2-8-6(5-7)3-4-18-8/h1-5,12H,(H,13,14)(H,16,17)/p-1/b12-11-;C11H7N4O2S;259;2.15;3.72;-4.99;21.00;-60
SCCCC/C=C\[C@H]1C=NC(=CN1)C(=O)[O-];5/000000172;InChI=1S/C11H16N2O2S/c14-11(15)10-8-12-9(7-13-10)5-3-1-2-4-6-16/h3,5,7-9,12,16H,1-2,4,6H2,(H,14,15)/p-1/b5-3-/t9-/m0/s1;C11H15N2O2S;239;1.25;3.13;-4.50;2.35;-150
[O-]C(=O)C1=CN([C@H](C=N1)CCl)CCl;5/000000119;InChI=1S/C7H8Cl2N2O2/c8-1-5-2-10-6(7(12)13)3-11(5)4-9/h2-3,5H,1,4H2,(H,12,13)/p-1/t5-/m0/s1;C7H7N2O2Cl2;221;1.08;3.28;-3.72;16.40;-150
SC1C=CC(=C(C=1)/C=C\C)C1=NC(=O)ON1;5/000000007;InChI=1S/C11H10N2O2S/c1-2-3-7-6-8(16)4-5-9(7)10-12-11(14)15-13-10/h2-6,16H,1H3,(H,12,13,14)/b3-2-;C11H10N2O2S;234;2.60;3.35;-3.18;16.20;-160
C1=C[C@H](NC(=N1)C(=O)[O-])CCC;5/000000034;InChI=1S/C8H12N2O2/c1-2-3-6-4-5-9-7(10-6)8(11)12/h4-6H,2-3H2,1H3,(H,9,10)(H,11,12)/p-1/t6-/m1/s1;C8H11N2O2;167;0.17;3.19;-3.97;2.22;-170
SC[C@H](CC)C1=CN=C(NC1)C(=O)[O-];5/000000080;InChI=1S/C9H14N2O2S/c1-2-6(5-14)7-3-10-8(9(12)13)11-4-7/h3,6,14H,2,4-5H2,1H3,(H,10,11)(H,12,13)/p-1/t6-/m0/s1;C9H13N2O2S;213;-0.06;3.31;-1.94;16.70;-170
C(=C\C1=NOC(=C1CBr)C(=O)[O-])\C/C=C\C;5/000000154;InChI=1S/C11H12BrNO3/c1-2-3-4-5-6-9-8(7-12)10(11(14)15)16-13-9/h2-3,5-6H,4,7H2,1H3,(H,14,15)/p-1/b3-2-,6-5-;C11H11NO3Br;285;2.14;3.17;-2.01;3.85;-20
O[C@](C1=C(Cl)C=NN1)(C=C)C1=NN=C(S1)C(=O)[O-];5/000000153;InChI=1S/C9H7ClN4O3S/c1-2-9(17,5-4(10)3-11-12-5)8-14-13-6(18-8)7(15)16/h2-3,17H,1H2,(H,11,12)(H,15,16)/p-1/t9-/m0/s1;C9H6N4O3SCl;285;1.03;3.61;-1.69;3.72;-150
[O-]C(=O)C1=CN=C(C=N1)C1=NN=CN1;5/000000092;InChI=1S/C7H5N5O2/c13-7(14)5-2-8-4(1-9-5)6-10-3-11-12-6/h1-3H,(H,13,14)(H,10,11,12)/p-1;C7H4N5O2;190;-0.15;3.26;-3.73;14.80;-120
O[C@](C)(C(=C)C1=CCC=CN1)C1=NN=C(S1)C(=O)[O-];5/000000159;InChI=1S/C12H13N3O3S/c1-7(8-5-3-4-6-13-8)12(2,18)11-15-14-9(19-11)10(16)17/h4-6,13,18H,1,3H2,2H3,(H,16,17)/p-1/t12-/m1/s1;C12H12N3O3S;278;1.07;3.52;-5.60;3.58;-170
SC1=NC(=CN1)CCC[C@@H]1C=CN=C(N1)C(=O)[O-];5/000000104;InChI=1S/C11H14N4O2S/c16-10(17)9-12-5-4-7(14-9)2-1-3-8-6-13-11(18)15-8/h4-7H,1-3H2,(H,12,14)(H,16,17)(H2,13,15,18)/p-1/t7-/m1/s1;C11H13N4O2S;265;0.27;3.60;-8.37;5.21;-170
O[C@](C1=C(Cl)C=NN1)(C=C)C1=NN=C(S1)C(=O)[O-];5/000000150;InChI=1S/C9H7ClN4O3S/c1-2-9(17,5-4(10)3-11-12-5)8-14-13-6(18-8)7(15)16/h2-3,17H,1H2,(H,11,12)(H,15,16)/p-1/t9-/m0/s1;C9H6N4O3SCl;285;1.03;3.40;-0.42;3.72;-150
C(=C\C1=NOC(=C1CBr)C(=O)[O-])\C/C=C\C;5/000000155;InChI=1S/C11H12BrNO3/c1-2-3-4-5-6-9-8(7-12)10(11(14)15)16-13-9/h2-3,5-6H,4,7H2,1H3,(H,14,15)/p-1/b3-2-,6-5-;C11H11NO3Br;285;2.14;3.34;-2.08;3.85;-20
[NH](=C\1/[N]N=C(N1)C(=O)[O-])/C1C=CC2=C(C=1)C=CS2;5/000000031;InChI=1S/C11H8N4O2S/c16-10(17)9-13-11(15-14-9)12-7-1-2-8-6(5-7)3-4-18-8/h1-5,12H,(H,13,14)(H,16,17)/p-1/b12-11-;C11H7N4O2S;259;2.15;3.30;-5.16;21.00;-60
SC1C=CC(=C(C=1)/C=C\C)C1=NC(=O)ON1;5/000000010;InChI=1S/C11H10N2O2S/c1-2-3-7-6-8(16)4-5-9(7)10-12-11(14)15-13-10/h2-6,16H,1H3,(H,12,13,14)/b3-2-;C11H10N2O2S;234;2.60;3.22;-4.49;16.20;-160
OC1C=CC=CC=1[C@H](CC)/C=C/CS(=O)(=O)N;5/000000125;InChI=1S/C12H17NO3S/c1-2-10(6-5-9-17(13,15)16)11-7-3-4-8-12(11)14/h3-8,10,14H,2,9H2,1H3,(H2,13,15,16)/b6-5+/t10-/m1/s1;C12H17NO3S;255;1.27;3.34;-1.33;5.09;-170
C1=C[C@H](NN1)C(=C)C1=NOC(=C1)C(=O)[O-];5/000000162;InChI=1S/C9H9N3O3/c1-5(6-2-3-10-11-6)7-4-8(9(13)14)15-12-7/h2-4,6,10-11H,1H2,(H,13,14)/p-1/t6-/m0/s1;C9H8N3O3;206;0.65;3.22;-2.65;19.20;-150
SC[C@H](CC)C1=CN=C(NC1)C(=O)[O-];5/000000081;InChI=1S/C9H14N2O2S/c1-2-6(5-14)7-3-10-8(9(12)13)11-4-7/h3,6,14H,2,4-5H2,1H3,(H,10,11)(H,12,13)/p-1/t6-/m0/s1;C9H13N2O2S;213;-0.06;3.44;-2.04;16.70;-170
