SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC/C=C/[C@@H]1C2=C(CN1)N(N=C2)CBr;1/000000020;InChI=1S/C9H12BrN3O/c10-6-13-9-5-11-8(2-1-3-14)7(9)4-12-13/h1-2,4,8,11,14H,3,5-6H2/b2-1+/t8-/m1/s1;C9H12N3OBr;258;0.23;3.01;-2.05;3.72;-150
OC1C=CC(=CC=1C(=O)[C@H]1CC(=O)NCC1)Cl;1/000000060;InChI=1S/C12H12ClNO3/c13-8-1-2-10(15)9(6-8)12(17)7-3-4-14-11(16)5-7/h1-2,6-7,15H,3-5H2,(H,14,16)/t7-/m1/s1;C12H12NO3Cl;253;1.26;3.07;-3.85;3.58;-170
OC1C=CC(=CC=1[C@H](CN)C)Cl;1/000000064;InChI=1S/C9H12ClNO/c1-6(5-11)8-4-7(10)2-3-9(8)12/h2-4,6,12H,5,11H2,1H3/t6-/m0/s1;C9H12NOCl;185;1.81;3.70;-2.72;2.35;-170
OC(=O)C[N@@H+](CC1C(Cl)=CC=C(C=1)O)C;1/000000078;InChI=1S/C10H12ClNO3/c1-12(6-10(14)15)5-7-4-8(13)2-3-9(7)11/h2-4,13H,5-6H2,1H3,(H,14,15)/p+1;C10H13NO3Cl;230;1.37;3.15;-6.20;2.22;-20
O[C@@H](C1=NN=CN1)C1=CNC(=C1)COCC=C;1/000000034;InChI=1S/C11H14N4O2/c1-2-3-17-6-9-4-8(5-12-9)10(16)11-13-7-14-15-11/h2,4-5,7,10,12,16H,1,3,6H2,(H,13,14,15)/t10-/m1/s1;C11H14N4O2;234;0.87;3.33;-2.44;3.58;-150
OC1=CC=C(C=C1)C(=O)OCC1=NN=CN1;1/000000030;InChI=1S/C10H9N3O3/c14-8-3-1-7(2-4-8)10(15)16-5-9-11-6-12-13-9/h1-4,6,14H,5H2,(H,11,12,13);C10H9N3O3;219;2.30;3.05;-1.63;2.22;0
OC1=CC(=C(C=C1)Cl)C/C=C\C[C@@H](C(=O)N)N;1/000000080;InChI=1S/C12H15ClN2O2/c13-10-6-5-9(16)7-8(10)3-1-2-4-11(14)12(15)17/h1-2,5-7,11,16H,3-4,14H2,(H2,15,17)/b2-1-/t11-/m0/s1;C12H15N2O2Cl;254;1.02;3.68;-7.43;3.58;-150
OC1=CC=C(C=C1)C(=O)OCC1=NN=CN1;1/000000007;InChI=1S/C10H9N3O3/c14-8-3-1-7(2-4-8)10(15)16-5-9-11-6-12-13-9/h1-4,6,14H,5H2,(H,11,12,13);C10H9N3O3;219;2.30;3.05;-1.63;2.22;0
OC1C=CC(=C(C=1)C(=O)[C@H](CN)N)Cl;1/000000092;InChI=1S/C9H11ClN2O2/c10-7-2-1-5(13)3-6(7)9(14)8(12)4-11/h1-3,8,13H,4,11-12H2/t8-/m0/s1;C9H11N2O2Cl;214;0.30;3.21;-5.43;3.58;-150
OC1=CC=C(C(=C1)CC[C@@H](CCF)O)Cl;1/000000100;InChI=1S/C11H14ClFO2/c12-11-4-3-10(15)7-8(11)1-2-9(14)5-6-13/h3-4,7,9,14-15H,1-2,5-6H2/t9-/m0/s1;C11H14O2FCl;232;2.97;3.20;-7.25;2.22;-150
OC1=CC(=C(C=C1)Cl)C/C=C\C[C@@H](C(=O)N)N;1/000000081;InChI=1S/C12H15ClN2O2/c13-10-6-5-9(16)7-8(10)3-1-2-4-11(14)12(15)17/h1-2,5-7,11,16H,3-4,14H2,(H2,15,17)/b2-1-/t11-/m0/s1;C12H15N2O2Cl;254;1.02;3.84;-7.95;3.58;-150
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000031;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.68;-3.54;2.22;-150
N1N=C(N=C1)[C@](C)(C1=NN=CN1)C(=O)N;1/000000010;InChI=1S/C7H9N7O/c1-7(4(8)15,5-9-2-11-13-5)6-10-3-12-14-6/h2-3H,1H3,(H2,8,15)(H,9,11,13)(H,10,12,14);C7H9N7O;207;0.37;3.26;-2.29;20.30;-170
OC1C=CC(=C(C=1)C1=NOC(=C1)C(=O)NC)Cl;1/000000089;InChI=1S/C11H9ClN2O3/c1-13-11(16)10-5-9(14-17-10)7-4-6(15)2-3-8(7)12/h2-5,15H,1H3,(H,13,16);C11H9N2O3Cl;252;2.24;3.42;-10.27;17.50;-160
OC1=CC=C(C=C1)C(=O)O[C@H](CBr)C1=NN=CN1;1/000000032;InChI=1S/C11H10BrN3O3/c12-5-9(10-13-6-14-15-10)18-11(17)7-1-3-8(16)4-2-7/h1-4,6,9,16H,5H2,(H,13,14,15)/t9-/m1/s1;C11H10N3O3Br;312;3.51;3.50;-2.48;2.22;-150
OC1C=CC(=C(C=1)I)[C@H](C(=O)N)O;2/000000061;InChI=1S/C8H8INO3/c9-6-3-4(11)1-2-5(6)7(12)8(10)13/h1-3,7,11-12H,(H2,10,13)/t7-/m1/s1;C8H8NO3I;293;0.39;3.14;-6.43;3.33;-150
C1=CC=C(C=C1[C@@H](CCCN)N)I;2/000000001;InChI=1S/C10H15IN2/c11-9-4-1-3-8(7-9)10(13)5-2-6-12/h1,3-4,7,10H,2,5-6,12-13H2/t10-/m1/s1;C10H15N2I;290;2.26;3.29;-3.96;2.22;-150
OC(=O)[C@H](CC1C=C(Cl)C=C(C=1)C(=O)N)OCC;2/000000113;InChI=1S/C12H14ClNO4/c1-2-18-10(12(16)17)5-7-3-8(11(14)15)6-9(13)4-7/h3-4,6,10H,2,5H2,1H3,(H2,14,15)(H,16,17)/t10-/m0/s1;C12H14NO4Cl;271;1.31;3.29;-6.54;3.58;-170
OC1C=CC(=C(C=1)I)[C@H](C(=O)NCC=C)O;2/000000086;InChI=1S/C11H12INO3/c1-2-5-13-11(16)10(15)8-4-3-7(14)6-9(8)12/h2-4,6,10,14-15H,1,5H2,(H,13,16)/t10-/m1/s1;C11H12NO3I;333;1.52;3.34;-8.42;4.81;-150
OCCC1C=CC(=CC=1I)CNCC;2/000000046;InChI=1S/C11H16INO/c1-2-13-8-9-3-4-10(5-6-14)11(12)7-9/h3-4,7,13-14H,2,5-6,8H2,1H3;C11H16NOI;305;2.37;3.03;-0.60;3.72;-20
O=C(C1=CC=C(C=C1N)[C@@H](CC)C(=O)OCCC[NH3+])N;2/000000110;InChI=1S/C14H21N3O3/c1-2-10(14(19)20-7-3-6-15)9-4-5-11(13(17)18)12(16)8-9/h4-5,8,10H,2-3,6-7,15-16H2,1H3,(H2,17,18)/p+1/t10-/m1/s1;C14H22N3O3;280;-0.01;3.81;-3.49;3.33;-190
OC1=CC(O[C@@H](C)C2=NN=CCN2)=CC(=C1)I;2/000000101;InChI=1S/C11H12IN3O2/c1-7(11-13-2-3-14-15-11)17-10-5-8(12)4-9(16)6-10/h3-7,16H,2H2,1H3,(H,13,15)/t7-/m0/s1;C11H12N3O2I;345;3.65;3.29;-4.79;2.22;-170
OC1C=CC(=C(C=1)I)[C@@H](CN)C(=O)N;2/000000012;InChI=1S/C9H11IN2O2/c10-8-3-5(13)1-2-6(8)7(4-11)9(12)14/h1-3,7,13H,4,11H2,(H2,12,14)/t7-/m1/s1;C9H11N2O2I;306;0.40;3.17;-5.60;2.48;-150
ClC1C=C(C(=O)N)C=C(C=1)COC(=O)C[NH3+];2/000000117;InChI=1S/C10H11ClN2O3/c11-8-2-6(5-16-9(14)4-12)1-7(3-8)10(13)15/h1-3H,4-5,12H2,(H2,13,15)/p+1;C10H12N2O3Cl;243;0.36;3.09;-7.26;3.58;0
OC1=CC=C(C(=C1)C(=O)N)N[C@H]1CC=CCC1;2/000000033;InChI=1S/C13H16N2O2/c14-13(17)11-8-10(16)6-7-12(11)15-9-4-2-1-3-5-9/h1-2,6-9,15-16H,3-5H2,(H2,14,17)/t9-/m0/s1;C13H16N2O2;232;1.25;3.12;-7.35;2.22;-170
OCC(=O)OCC1C=C(Cl)C=C(C=1)C(=O)N;2/000000121;InChI=1S/C10H10ClNO4/c11-8-2-6(5-16-9(14)4-13)1-7(3-8)10(12)15/h1-3,13H,4-5H2,(H2,12,15);C10H10NO4Cl;243;0.42;3.06;-6.57;3.58;-20
OCC(=O)OCC1C=C(Cl)C=C(C=1)C(=O)N;2/000000123;InChI=1S/C10H10ClNO4/c11-8-2-6(5-16-9(14)4-13)1-7(3-8)10(12)15/h1-3,13H,4-5H2,(H2,12,15);C10H10NO4Cl;243;0.42;3.05;-6.80;3.58;0
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000053;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.55;-5.90;16.10;-150
OCC(=O)OCC1C=C(Cl)C=C(C=1)C(=O)N;2/000000120;InChI=1S/C10H10ClNO4/c11-8-2-6(5-16-9(14)4-13)1-7(3-8)10(12)15/h1-3,13H,4-5H2,(H2,12,15);C10H10NO4Cl;243;0.42;3.06;-6.37;3.58;0
OCCCC[C@H]1C2=C(CN1)C=CN2CC=C;2/000000067;InChI=1S/C13H20N2O/c1-2-7-15-8-6-11-10-14-12(13(11)15)5-3-4-9-16/h2,6,8,12,14,16H,1,3-5,7,9-10H2/t12-/m0/s1;C13H20N2O;220;1.33;3.12;-2.20;3.58;-150
OCC(=O)C1C=CC(=C(C=1)I)CCCN;2/000000103;InChI=1S/C11H14INO2/c12-10-6-9(11(15)7-14)4-3-8(10)2-1-5-13/h3-4,6,14H,1-2,5,7,13H2;C11H14NO2I;319;1.53;3.19;-3.59;2.22;0
OC1C=CC(=C(C=1)I)CC(=O)NCBr;2/000000075;InChI=1S/C9H9BrINO2/c10-5-12-9(14)3-6-1-2-7(13)4-8(6)11/h1-2,4,13H,3,5H2,(H,12,14);C9H9NO2BrI;370;2.65;3.05;-8.23;2.48;0
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000059;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.43;-5.40;16.10;-170
OC1C=CC(=C(C=1)I)[C@@H](CCC)C(=O)N;2/000000088;InChI=1S/C11H14INO2/c1-2-3-9(11(13)15)8-5-4-7(14)6-10(8)12/h4-6,9,14H,2-3H2,1H3,(H2,13,15)/t9-/m1/s1;C11H14NO2I;319;2.31;3.18;-6.89;2.48;-170
OC(=O)CNC(=O)CC1C=C(Cl)C=C(C=1)C(=O)N;2/000000115;InChI=1S/C11H11ClN2O4/c12-8-2-6(1-7(4-8)11(13)18)3-9(15)14-5-10(16)17/h1-2,4H,3,5H2,(H2,13,18)(H,14,15)(H,16,17);C11H11N2O4Cl;270;0.13;3.27;-5.15;3.58;0
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000054;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.62;-5.09;16.10;-150
OC1C=CC(=C(C=1)I)CC(=O)NCCCC1=NN=C(O1)CO;2/000000091;InChI=1S/C14H16IN3O4/c15-11-7-10(20)4-3-9(11)6-12(21)16-5-1-2-13-17-18-14(8-19)22-13/h3-4,7,19-20H,1-2,5-6,8H2,(H,16,21);C14H16N3O4I;417;2.25;4.19;-13.30;3.84;0
OC1=CC(O[C@@H](C)C2=NN=CCN2)=CC(=C1)I;2/000000073;InChI=1S/C11H12IN3O2/c1-7(11-13-2-3-14-15-11)17-10-5-8(12)4-9(16)6-10/h3-7,16H,2H2,1H3,(H,13,15)/t7-/m0/s1;C11H12N3O2I;345;3.65;3.29;-4.79;2.22;-170
OC1C=CC(=C(C=1)I)CC(=O)NCC(=C)C;2/000000019;InChI=1S/C12H14INO2/c1-8(2)7-14-12(16)5-9-3-4-10(15)6-11(9)13/h3-4,6,15H,1,5,7H2,2H3,(H,14,16);C12H14NO2I;331;2.37;3.01;-10.44;2.48;-80
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000052;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.58;-4.95;16.10;-170
OC1C=CC(=C(C=1)I)CC(=O)NCBr;2/000000042;InChI=1S/C9H9BrINO2/c10-5-12-9(14)3-6-1-2-7(13)4-8(6)11/h1-2,4,13H,3,5H2,(H,12,14);C9H9NO2BrI;370;2.65;3.05;-8.23;2.48;0
OC1C=CC(=C(C=1)I)CC(=O)NCBr;2/000000005;InChI=1S/C9H9BrINO2/c10-5-12-9(14)3-6-1-2-7(13)4-8(6)11/h1-2,4,13H,3,5H2,(H,12,14);C9H9NO2BrI;370;2.65;3.05;-8.23;2.48;0
ClC1C=C(C(=O)N)C=C(C=1)COC(=O)C[NH3+];2/000000116;InChI=1S/C10H11ClN2O3/c11-8-2-6(5-16-9(14)4-12)1-7(3-8)10(13)15/h1-3H,4-5,12H2,(H2,13,15)/p+1;C10H12N2O3Cl;243;0.36;3.10;-7.80;3.58;0
OC1C=C(I)C=C(C=1)C[C@@H](CN)N1C=CC=C1;2/000000041;InChI=1S/C13H15IN2O/c14-11-5-10(7-13(17)8-11)6-12(9-15)16-3-1-2-4-16/h1-5,7-8,12,17H,6,9,15H2/t12-/m0/s1;C13H15N2OI;342;2.91;3.84;-1.99;3.58;-150
OC1=CC=C(C(=C1)C(=O)N)N[C@H]1CC=CCC1;2/000000093;InChI=1S/C13H16N2O2/c14-13(17)11-8-10(16)6-7-12(11)15-9-4-2-1-3-5-9/h1-2,6-9,15-16H,3-5H2,(H2,14,17)/t9-/m0/s1;C13H16N2O2;232;1.25;3.12;-7.35;2.22;-170
OC1C=CC(=C(C=1)I)CC(=O)NCBr;2/000000011;InChI=1S/C9H9BrINO2/c10-5-12-9(14)3-6-1-2-7(13)4-8(6)11/h1-2,4,13H,3,5H2,(H,12,14);C9H9NO2BrI;370;2.65;3.05;-8.23;2.48;0
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000048;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.61;-4.81;16.10;-170
C1=NNC(=N1)[C@H](C1=CC2=C(N1)CNC2)C=C;2/000000069;InChI=1S/C11H13N5/c1-2-8(11-13-6-14-16-11)9-3-7-4-12-5-10(7)15-9/h2-3,6,8,12,15H,1,4-5H2,(H,13,14,16)/t8-/m0/s1;C11H13N5;215;0.21;3.11;-3.28;19.70;-150
OC1C=CC(=C(C=1)I)[C@@H](CC#CC)C(=O)N;2/000000016;InChI=1S/C12H12INO2/c1-2-3-4-10(12(14)16)9-6-5-8(15)7-11(9)13/h5-7,10,15H,4H2,1H3,(H2,14,16)/t10-/m1/s1;C12H12NO2I;329;1.99;3.37;-8.44;2.48;-190
O=C(C1=CC=C(C=C1N)[C@H](CCNCF)CC)N;2/000000039;InChI=1S/C13H20FN3O/c1-2-9(5-6-17-8-14)10-3-4-11(13(16)18)12(15)7-10/h3-4,7,9,17H,2,5-6,8,15H2,1H3,(H2,16,18)/t9-/m0/s1;C13H20N3OF;253;1.04;3.24;-4.85;15.70;-170
OC1C=CC(=C(C=1)I)[C@@H](CBr)C(=O)N;2/000000096;InChI=1S/C9H9BrINO2/c10-4-7(9(12)14)6-2-1-5(13)3-8(6)11/h1-3,7,13H,4H2,(H2,12,14)/t7-/m1/s1;C9H9NO2BrI;370;2.28;3.54;-7.03;2.48;-150
OC(=O)C[C@H](C1C=CC(=CC=1I)O)C(=O)N;2/000000047;InChI=1S/C10H10INO4/c11-8-3-5(13)1-2-6(8)7(10(12)16)4-9(14)15/h1-3,7,13H,4H2,(H2,12,16)(H,14,15)/t7-/m1/s1;C10H10NO4I;335;0.71;3.13;-6.78;2.48;-150
O=C(C1=CC=C(C=C1N)[C@H](CCNCF)CC)N;2/000000036;InChI=1S/C13H20FN3O/c1-2-9(5-6-17-8-14)10-3-4-11(13(16)18)12(15)7-10/h3-4,7,9,17H,2,5-6,8,15H2,1H3,(H2,16,18)/t9-/m0/s1;C13H20N3OF;253;1.04;3.24;-5.48;15.70;-190
OC1C=CC(=C(C=1)I)[C@H](C(=O)NCC=C)O;2/000000085;InChI=1S/C11H12INO3/c1-2-5-13-11(16)10(15)8-4-3-7(14)6-9(8)12/h2-4,6,10,14-15H,1,5H2,(H,13,16)/t10-/m1/s1;C11H12NO3I;333;1.52;3.35;-8.70;4.81;-150
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000055;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.62;-5.13;16.10;-150
OCNCCC1C=CC(=CC=1I)[C@@H](CCC)O;2/000000106;InChI=1S/C13H20INO2/c1-2-3-13(17)11-5-4-10(12(14)8-11)6-7-15-9-16/h4-5,8,13,15-17H,2-3,6-7,9H2,1H3/t13-/m1/s1;C13H20NO2I;349;2.62;3.78;-6.15;2.22;-190
ClC1C=C(C(=O)N)C=C(C=1)COC(=O)C[NH3+];2/000000118;InChI=1S/C10H11ClN2O3/c11-8-2-6(5-16-9(14)4-12)1-7(3-8)10(13)15/h1-3H,4-5,12H2,(H2,13,15)/p+1;C10H12N2O3Cl;243;0.36;3.06;-8.27;3.58;-20
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000056;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.59;-5.03;16.10;-150
O=C(C1=CC=C(C=C1N)[C@@H](CC)C(=O)OCCC[NH3+])N;2/000000111;InChI=1S/C14H21N3O3/c1-2-10(14(19)20-7-3-6-15)9-4-5-11(13(17)18)12(16)8-9/h4-5,8,10H,2-3,6-7,15-16H2,1H3,(H2,17,18)/p+1/t10-/m1/s1;C14H22N3O3;280;-0.01;3.84;-1.38;3.33;-190
OC1C=CC(=C(C=1)I)[C@@H](CBr)C(=O)N;2/000000014;InChI=1S/C9H9BrINO2/c10-4-7(9(12)14)6-2-1-5(13)3-8(6)11/h1-3,7,13H,4H2,(H2,12,14)/t7-/m1/s1;C9H9NO2BrI;370;2.28;3.54;-7.03;2.48;-150
O[C@@H](CNC(=O)CC1C=C(Cl)C=C(C=1)C(=O)N)C;2/000000126;InChI=1S/C12H15ClN2O3/c1-7(16)6-15-11(17)4-8-2-9(12(14)18)5-10(13)3-8/h2-3,5,7,16H,4,6H2,1H3,(H2,14,18)(H,15,17)/t7-/m1/s1;C12H15N2O3Cl;270;0.50;3.45;-5.02;3.58;-170
OC1=CC(O[C@@H](C)C2=NN=CCN2)=CC(=C1)I;2/000000043;InChI=1S/C11H12IN3O2/c1-7(11-13-2-3-14-15-11)17-10-5-8(12)4-9(16)6-10/h3-7,16H,2H2,1H3,(H,13,15)/t7-/m0/s1;C11H12N3O2I;345;3.65;3.29;-4.79;2.22;-170
OC1C=CC(=C(C=1)I)[C@H](C(=O)N)O;2/000000062;InChI=1S/C8H8INO3/c9-6-3-4(11)1-2-5(6)7(12)8(10)13/h1-3,7,11-12H,(H2,10,13)/t7-/m1/s1;C8H8NO3I;293;0.39;3.05;-7.02;3.33;-150
OC1C=CC(=C(C=1)I)[C@@H](CN)C(=O)N;2/000000076;InChI=1S/C9H11IN2O2/c10-8-3-5(13)1-2-6(8)7(4-11)9(12)14/h1-3,7,13H,4,11H2,(H2,12,14)/t7-/m1/s1;C9H11N2O2I;306;0.40;3.17;-5.60;2.48;-150
C1=CC=C(C=C1[C@@H](CCCN)N)I;2/000000002;InChI=1S/C10H15IN2/c11-9-4-1-3-8(7-9)10(13)5-2-6-12/h1,3-4,7,10H,2,5-6,12-13H2/t10-/m1/s1;C10H15N2I;290;2.26;3.16;-4.53;2.22;-150
OCC(=O)C1C=CC(=C(C=1)I)C(CN)CN;2/000000029;InChI=1S/C11H15IN2O2/c12-10-3-7(11(16)6-15)1-2-9(10)8(4-13)5-14/h1-3,8,15H,4-6,13-14H2;C11H15N2O2I;334;0.27;3.42;-2.14;5.09;-150
OCCCC[C@H]1C2=C(CN1)C=CN2CC=C;2/000000065;InChI=1S/C13H20N2O/c1-2-7-15-8-6-11-10-14-12(13(11)15)5-3-4-9-16/h2,6,8,12,14,16H,1,3-5,7,9-10H2/t12-/m0/s1;C13H20N2O;220;1.33;3.09;-3.14;3.58;-150
OCC#CC1=C(NC=N1)CC[C@H]1C2=C(CN1)C=CN2;2/000000112;InChI=1S/C14H16N4O/c19-7-1-2-11-12(18-9-17-11)3-4-13-14-10(8-16-13)5-6-15-14/h5-6,9,13,15-16,19H,3-4,7-8H2,(H,17,18)/t13-/m0/s1;C14H16N4O;256;0.40;3.63;-2.60;3.72;-150
OC/C=C(\CN1C=CC2=C1[C@@H](NC2)CCl)/C;2/000000068;InChI=1S/C12H17ClN2O/c1-9(3-5-16)8-15-4-2-10-7-14-11(6-13)12(10)15/h2-4,11,14,16H,5-8H2,1H3/b9-3-/t11-/m0/s1;C12H17N2OCl;240;0.86;3.09;-4.24;2.22;-170
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000058;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.57;-5.05;16.10;-170
OC1C=CC(=C(C=1)I)CC(=O)NCCCC1=NN=C(O1)CO;2/000000098;InChI=1S/C14H16IN3O4/c15-11-7-10(20)4-3-9(11)6-12(21)16-5-1-2-13-17-18-14(8-19)22-13/h3-4,7,19-20H,1-2,5-6,8H2,(H,16,21);C14H16N3O4I;417;2.25;4.19;-13.30;3.84;0
O=C(C1=CC=C(C=C1N)[C@H](CCNCF)CC)N;2/000000037;InChI=1S/C13H20FN3O/c1-2-9(5-6-17-8-14)10-3-4-11(13(16)18)12(15)7-10/h3-4,7,9,17H,2,5-6,8,15H2,1H3,(H2,16,18)/t9-/m0/s1;C13H20N3OF;253;1.04;3.27;-5.33;15.70;-170
OC1=CC(O[C@@H](C)C2=NN=CCN2)=CC(=C1)I;2/000000018;InChI=1S/C11H12IN3O2/c1-7(11-13-2-3-14-15-11)17-10-5-8(12)4-9(16)6-10/h3-7,16H,2H2,1H3,(H,13,15)/t7-/m0/s1;C11H12N3O2I;345;3.65;3.10;-6.13;2.22;-170
OC1C=CC(=C(C=1)I)[C@@H](CC(=O)OC)C(=O)N;2/000000013;InChI=1S/C11H12INO4/c1-17-10(15)5-8(11(13)16)7-3-2-6(14)4-9(7)12/h2-4,8,14H,5H2,1H3,(H2,13,16)/t8-/m1/s1;C11H12NO4I;349;1.03;3.22;-7.16;2.48;-170
OCC(=O)C1C=CC(=C(C=1)I)NC1C=CC(=CC=1)Cl;2/000000026;InChI=1S/C14H11ClINO2/c15-10-2-4-11(5-3-10)17-13-6-1-9(7-12(13)16)14(19)8-18/h1-7,17-18H,8H2;C14H11NO2ClI;387;3.73;3.47;-6.74;14.60;-20
OC1=CC(O[C@@H](C)C2=NN=CCN2)=CC(=C1)I;2/000000017;InChI=1S/C11H12IN3O2/c1-7(11-13-2-3-14-15-11)17-10-5-8(12)4-9(16)6-10/h3-7,16H,2H2,1H3,(H,13,15)/t7-/m0/s1;C11H12N3O2I;345;3.65;3.29;-4.79;2.22;-170
OC(=O)[C@H](CC1C=C(Cl)C=C(C=1)C(=O)N)OCC;2/000000094;InChI=1S/C12H14ClNO4/c1-2-18-10(12(16)17)5-7-3-8(11(14)15)6-9(13)4-7/h3-4,6,10H,2,5H2,1H3,(H2,14,15)(H,16,17)/t10-/m0/s1;C12H14NO4Cl;271;1.31;3.29;-6.54;3.58;-170
OC1C=CC(=C(C=1)I)[C@H](C(=O)NC(=O)[O-])O;2/000000108;InChI=1S/C9H8INO5/c10-6-3-4(12)1-2-5(6)7(13)8(14)11-9(15)16/h1-3,7,12-13H,(H,11,14)(H,15,16)/p-1/t7-/m1/s1;C9H7NO5I;336;0.11;3.60;-7.95;4.81;-170
OC1C=CC(=C(C=1)I)[C@@H](CC#CC)C(=O)N;2/000000015;InChI=1S/C12H12INO2/c1-2-3-4-10(12(14)16)9-6-5-8(15)7-11(9)13/h5-7,10,15H,4H2,1H3,(H2,14,16)/t10-/m1/s1;C12H12NO2I;329;1.99;3.34;-7.50;2.48;-190
OC1C=CC(=C(C=1)I)[C@H](C(=O)N)O;2/000000077;InChI=1S/C8H8INO3/c9-6-3-4(11)1-2-5(6)7(12)8(10)13/h1-3,7,11-12H,(H2,10,13)/t7-/m1/s1;C8H8NO3I;293;0.39;3.14;-6.43;3.33;-150
OCCC1C=CC(=CC=1I)CNCC;2/000000097;InChI=1S/C11H16INO/c1-2-13-8-9-3-4-10(5-6-14)11(12)7-9/h3-4,7,13-14H,2,5-6,8H2,1H3;C11H16NOI;305;2.37;3.03;-0.60;3.72;-20
OC1C=CC(=C(C=1)I)[C@@H](CN)C(=O)N;2/000000008;InChI=1S/C9H11IN2O2/c10-8-3-5(13)1-2-6(8)7(4-11)9(12)14/h1-3,7,13H,4,11H2,(H2,12,14)/t7-/m1/s1;C9H11N2O2I;306;0.40;3.10;-6.49;2.48;-150
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000050;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.64;-5.05;16.10;-170
OC1C=CC(=C(C=1)I)[C@@H](CBr)C(=O)N;2/000000044;InChI=1S/C9H9BrINO2/c10-4-7(9(12)14)6-2-1-5(13)3-8(6)11/h1-3,7,13H,4H2,(H2,12,14)/t7-/m1/s1;C9H9NO2BrI;370;2.28;3.54;-7.03;2.48;-150
OCC(=O)C1C=CC(=C(C=1)I)[C@H](CNCC=C)CN;2/000000057;InChI=1S/C14H19IN2O2/c1-2-5-17-8-11(7-16)12-4-3-10(6-13(12)15)14(19)9-18/h2-4,6,11,17-18H,1,5,7-9,16H2/t11-/m0/s1;C14H19N2O2I;374;1.27;3.59;-5.52;16.10;-150
OCC(=O)C1C=CC(=C(C=1)I)C(CN)CN;2/000000028;InChI=1S/C11H15IN2O2/c12-10-3-7(11(16)6-15)1-2-9(10)8(4-13)5-14/h1-3,8,15H,4-6,13-14H2;C11H15N2O2I;334;0.27;3.39;-2.04;5.09;-150
OC1C=CC(=C(C=1)I)[C@@H](CBr)C(=O)N;2/000000072;InChI=1S/C9H9BrINO2/c10-4-7(9(12)14)6-2-1-5(13)3-8(6)11/h1-3,7,13H,4H2,(H2,12,14)/t7-/m1/s1;C9H9NO2BrI;370;2.28;3.54;-7.03;2.48;-150
